sep=,
"id","iname","price_pur","price1","price2","price3","price4","category","company","firstbalance","firstbalance_val","minbalance","img","active","ispack","scale","clr","siz","mdl","unit_name","unit_count","firstbalance_price","unit_id","min_price","sortin_cate","lastUpdate","ItemDiscription","expirtion_days","expirtion_days_alert","cate_id","isServiceItem","cost_id","id_inMainServer"
"143","لعبه عربيه خلط","8.5","20","20","20","20","لعبه عربيه خلط","","3","25.5","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"144","كيس بالون 25 قطعه","12","20","20","20","25","كيس بالون 25 قطعه","","80","960","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"145","علبه حيوانات وسط","45","70","70","70","90","علبه حيوانات كبير","","8","360","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"146","كيس قطن","10","15","15","15","20","كيس قطن","","20","200","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"147","علبه قطار صغير","18","35","35","35","40","علبه قطار صغير","","17","306","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"148","جيتار وسط","30","60","60","60","65","جيتار وسط","","12","360","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"149","بيانو صغير","15","25","25","25","30","بيانو صغير","","25","375","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"150","بيانو وسط ","37","30","30","30","65","بيانو وسط","","45","1665","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"151","2 مسدس كارت","12","25","25","25","25","2 مسدس كارت","","3","36","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"152","تليفون صغير","10","25","25","25","30","تليفون صغير","","7","70","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"153","دبدوب","25","35","35","35","35","دبدوب","","14","350","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"154","فيل كبير","25","45","45","45","45","فيل كبير","","3","75","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"155","فيل صغير","25","40","40","40","40","فيل صغير","","2","50","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"156","ميمنز","35","50","50","50","50","ميمنز","","5","175","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"157","سلحفاه","25","40","40","40","40","سلحفاه","","3","75","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"158","دبدوب وسط","25","40","40","40","40","دبدوب","","6","150","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"159","طقم اظافر NAIL ART","3.5","15","15","15","15","طقم اظافر NAIL ART","","45","157.5","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"160","بونيه حمام","5","10","10","10","10","بونيه حمام","","20","100","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"161","فوم جليتار كبير بلزق بالواحد","30","20","20","20","45","فوم جليتار كبير بلزق بالواحد","","50","1300","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"162","فوم جليتار كبيربدون بلزق بالواحد","30","15","15","15","45","فوم جليتار كبيربدون بلزق بالواحد","","29","667","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"163","استيكر 3D ص","1.25","5","5","5","5","استيكر 3D ص","","64","80","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"164","ظرف A4 ","2.5","2.5","2.5","2.5","5","ظرف A4 ","","520","1300","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"165","كتاب قصص انبياء","2.5","5","5","5","5","كتاب قصص انبياء","","88","220","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"166","عقد بيع نهاءي تمليك","1","1","1","1","2.5","عقد بيع نهاءي تمليك","","28","28","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"167","عقد بيع ابتداءي تمليك","1","1","1","1","2.5","عقد بيع ابتداءي تمليك","","34","34","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"168","دفتر فاتوره","5","5","5","5","10","دفتر فاتوره","","72","360","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"169","علبه حرير ","3.33","7","7","7","7","علبه حرير ","","32","106.56","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"170","مانيكير ","5","15","15","15","15","مانيكير ","","80","400","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"171","علبه مانيكير","2.08","10","10","10","10","علبه مانيكير","","23","47.84","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"172","ساعه مغناطيس حريمي","15","45","45","45","45","ساعه مغناطيس حريمي","","6","90","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"173","عقد راقبه","1.5","10","10","10","10","عقد راقبه","","24","36","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"174","فرشه سشوار","10","25","25","25","25","فرشه سشوار","","9","90","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"175","حجر فرشه","5","15","15","15","15","حجر فرشه","","20","100","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"176","مجموعه مشط شعر بني","6","15","15","15","15","مجموعه مشط شعر بني","","3","18","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"177","كلبس فراشه صغير بالواحده","1","5","5","5","5","كلبس فراشه صغير","","56","56","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"178"," علبه روجMATTE","9.58","25","25","25","25","روجMATTE","","33","316.14","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"179","ماسكرا","20","35","35","35","35","ماسكرا","","7","140","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"180","EYE LINER","15","30","30","30","30","EYE LINER","","8","120","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"181","اسيتون ","2","10","10","10","10","اسيتون","","45","90","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"182","طقم دكتور علبه","21","50","50","50","50","طقم دكتور علبه","","26","546","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"183","لعبه مسدس حيوانات","12.5","25","25","25","25","لعبه مسدس حيوانات","","5","62.5","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"184","لعبه كارت نظافه كبير ","85","70","70","70","125","لعبه كارت نظافه","","20","1700","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"185","لعبه طقم مطبخ كبير","35","70","70","70","70","لعبه طقم مطبخ كبير","","5","175","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"186","طرابيزه تعليم","27","50","50","50","55","طرابيزه تعليم","","31","837","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"187","لعبه نجار ","45","55","55","55","65","لعبه نجار ","","6","270","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"188","صفاره حديد","2","5","5","5","5","صفاره حديد","","47","94","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"189","كارت صياد سمك وسط","15","30","30","30","40","كارت صياد سمك وسط","","7","105","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"190","هوكي توكي","135","75","75","75","210","هوكي توكي","","41","5535","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"191","علبه مكياج فراشه","40","75","75","75","75","علبه مكياج فراشه","","1","40","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"192","علبه مكياج تفاحه","30","60","60","60","60","علبه مكياج تفاحه","","1","30","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"193","علبه مكياج فراوله","35","65","65","65","65","علبه مكياج فراوله","","7","245","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"194","كارت دكتور صغير","10","20","20","20","20","كارت دكتور صغير","","6","60","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"195","كارت مطبخ صغير احمر","10","25","25","25","25","كارت مطبخ صغير احمر","","5","50","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"197","كارت بندقيه","30","25","25","25","55","كارت بندقيه","","23","690","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"198","مسدس 2 في 1","11","25","25","25","25","مسدس 2 في 1","","11","121","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"199","مسدس صوت","80","40","40","40","145","مسدس صوت","","21","1680","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"200","لعبه كاميرا نظاره","9","25","25","25","35","لعبه كاميرا نظاره","","13","117","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"201","نط حبل عداد","9","25","25","25","25","نط حبل عداد","","11","99","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"202","تليفون كيتي","10","25","25","25","25","تليفون كيتي","","3","30","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"203","عربيه ريموت بحبل","10","25","25","25","25","عربيه ريموت بحبل","","9","90","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"204","كارت لعبه مكياج","15","35","35","35","35","لعبه مكياج","","26","390","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"205","كمبيوتر ميه","7","20","20","20","20","كمبيوتر ميه","","10","70","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"206","كارت تليفون ساعه","11","25","25","25","25","كارت تليفون ساعه","","8","88","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"207","علبه عروسه صغير","6.25","15","15","15","15","علبه عروسه صغير","","46","287.5","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"208","شخليله","6.5","15","15","15","15","شخليله","","7","45.5","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"209","ساعه بين تن","6","20","20","20","20","ساعه بين تن","","14","84","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
